respondent_id,cohort,age_band,episode,score
R1122,Private bank,30-44,Apply for credit,7
R1123,Private bank,18-29,Open an account,5
R1123,Private bank,18-29,Make a payment,8
R1123,Private bank,18-29,Get support,6
R1123,Private bank,18-29,Apply for credit,10
R1124,Neobank / payments app,30-44,Open an account,10
R1124,Neobank / payments app,30-44,Make a payment,8
R1124,Neobank / payments app,30-44,Get support,9
R1124,Neobank / payments app,30-44,Apply for credit,4
R1125,Neobank / payments app,30-44,Open an account,10
R1125,Neobank / payments app,30-44,Make a payment,9
R1125,Neobank / payments app,30-44,Get support,6
R1125,Neobank / payments app,30-44,Apply for credit,10
R1126,Private bank,18-29,Open an account,6
R1126,Private bank,18-29,Make a payment,6
R1126,Private bank,18-29,Get support,6
R1126,Private bank,18-29,Apply for credit,6
R1127,Neobank / payments app,18-29,Open an account,8
R1127,Neobank / payments app,18-29,Make a payment,9
R1127,Neobank / payments app,18-29,Get support,5
R1127,Neobank / payments app,18-29,Apply for credit,10
R1128,Private bank,18-29,Open an account,6
R1128,Private bank,18-29,Make a payment,7
R1128,Private bank,18-29,Get support,2
R1128,Private bank,18-29,Apply for credit,6
R1129,Private bank,30-44,Open an account,8
R1129,Private bank,30-44,Make a payment,7
R1129,Private bank,30-44,Get support,7
R1129,Private bank,30-44,Apply for credit,7
R1130,Public bank,18-29,Open an account,5
R1130,Public bank,18-29,Make a payment,4
R1130,Public bank,18-29,Get support,9
R1130,Public bank,18-29,Apply for credit,10
R1131,Public bank,30-44,Open an account,7
R1131,Public bank,30-44,Make a payment,8
R1131,Public bank,30-44,Get support,8
R1131,Public bank,30-44,Apply for credit,5
R1132,Neobank / payments app,30-44,Open an account,7
R1132,Neobank / payments app,30-44,Make a payment,6
R1132,Neobank / payments app,30-44,Get support,8
R1132,Neobank / payments app,30-44,Apply for credit,8
R1133,Neobank / payments app,45-59,Open an account,10
R1133,Neobank / payments app,45-59,Make a payment,7
R1133,Neobank / payments app,45-59,Get support,8
R1133,Neobank / payments app,45-59,Apply for credit,9
R1134,Private bank,18-29,Open an account,9
R1134,Private bank,18-29,Make a payment,7
R1134,Private bank,18-29,Get support,5
R1134,Private bank,18-29,Apply for credit,7
R1135,Private bank,60+,Open an account,10
R1135,Private bank,60+,Make a payment,8
R1135,Private bank,60+,Get support,8
R1135,Private bank,60+,Apply for credit,8
R1136,Neobank / payments app,30-44,Open an account,8
R1136,Neobank / payments app,30-44,Make a payment,7
R1136,Neobank / payments app,30-44,Get support,10
R1136,Neobank / payments app,30-44,Apply for credit,8
R1137,Public bank,18-29,Open an account,5
R1137,Public bank,18-29,Make a payment,10
R1137,Public bank,18-29,Get support,7
R1137,Public bank,18-29,Apply for credit,8
R1138,Neobank / payments app,18-29,Open an account,10
R1138,Neobank / payments app,18-29,Make a payment,10
R1138,Neobank / payments app,18-29,Get support,8
R1138,Neobank / payments app,18-29,Apply for credit,9
R1139,Neobank / payments app,30-44,Open an account,10
R1139,Neobank / payments app,30-44,Make a payment,7
R1139,Neobank / payments app,30-44,Get support,6
R1139,Neobank / payments app,30-44,Apply for credit,6
R1140,Public bank,18-29,Open an account,5
R1140,Public bank,18-29,Make a payment,7
R1140,Public bank,18-29,Get support,5
R1140,Public bank,18-29,Apply for credit,8
R1141,Private bank,30-44,Open an account,5
R1141,Private bank,30-44,Make a payment,9
R1141,Private bank,30-44,Get support,8
R1141,Private bank,30-44,Apply for credit,8
R1142,Private bank,18-29,Open an account,7
R1142,Private bank,18-29,Make a payment,10
R1142,Private bank,18-29,Get support,6
R1142,Private bank,18-29,Apply for credit,8
R1143,Public bank,30-44,Open an account,2
R1143,Public bank,30-44,Make a payment,6
R1143,Public bank,30-44,Get support,8
R1143,Public bank,30-44,Apply for credit,1
R1144,Neobank / payments app,30-44,Open an account,8
R1144,Neobank / payments app,30-44,Make a payment,9
R1144,Neobank / payments app,30-44,Get support,7
R1144,Neobank / payments app,30-44,Apply for credit,6
R1145,Public bank,18-29,Open an account,7
R1145,Public bank,18-29,Make a payment,8
R1145,Public bank,18-29,Get support,6
R1145,Public bank,18-29,Apply for credit,8
R1146,Neobank / payments app,45-59,Open an account,9
R1146,Neobank / payments app,45-59,Make a payment,5
R1146,Neobank / payments app,45-59,Get support,9
R1146,Neobank / payments app,45-59,Apply for credit,5
R1147,Private bank,45-59,Open an account,8
R1147,Private bank,45-59,Make a payment,5
R1147,Private bank,45-59,Get support,8
R1147,Private bank,45-59,Apply for credit,7
R1148,Private bank,45-59,Open an account,4
R1148,Private bank,45-59,Make a payment,9
R1148,Private bank,45-59,Get support,6
R1148,Private bank,45-59,Apply for credit,6
R1149,Neobank / payments app,18-29,Open an account,10
R1149,Neobank / payments app,18-29,Make a payment,8
R1149,Neobank / payments app,18-29,Get support,3
R1149,Neobank / payments app,18-29,Apply for credit,9
R1150,Neobank / payments app,18-29,Open an account,10
R1150,Neobank / payments app,18-29,Make a payment,9
R1150,Neobank / payments app,18-29,Get support,8
R1150,Neobank / payments app,18-29,Apply for credit,8
R1151,Neobank / payments app,18-29,Open an account,8
R1151,Neobank / payments app,18-29,Make a payment,9
R1151,Neobank / payments app,18-29,Get support,5
R1151,Neobank / payments app,18-29,Apply for credit,5
R1152,Public bank,30-44,Open an account,9
R1152,Public bank,30-44,Make a payment,8
R1152,Public bank,30-44,Get support,7
R1152,Public bank,30-44,Apply for credit,5
R1153,Private bank,30-44,Open an account,2
R1153,Private bank,30-44,Make a payment,10
R1153,Private bank,30-44,Get support,7
R1153,Private bank,30-44,Apply for credit,7
R1154,Public bank,30-44,Open an account,6
R1154,Public bank,30-44,Make a payment,10
R1154,Public bank,30-44,Get support,9
R1154,Public bank,30-44,Apply for credit,6
R1155,Public bank,60+,Open an account,8
R1155,Public bank,60+,Make a payment,7
R1155,Public bank,60+,Get support,6
R1155,Public bank,60+,Apply for credit,6
R1156,Public bank,18-29,Open an account,5
R1156,Public bank,18-29,Make a payment,5
R1156,Public bank,18-29,Get support,8
R1156,Public bank,18-29,Apply for credit,9
R1157,Private bank,30-44,Open an account,6
R1157,Private bank,30-44,Make a payment,8
R1157,Private bank,30-44,Get support,10
R1157,Private bank,30-44,Apply for credit,8
R1158,Private bank,45-59,Open an account,5
R1158,Private bank,45-59,Make a payment,8
R1158,Private bank,45-59,Get support,9
R1158,Private bank,45-59,Apply for credit,6
R1159,Private bank,45-59,Open an account,9
R1159,Private bank,45-59,Make a payment,8
R1159,Private bank,45-59,Get support,8
R1159,Private bank,45-59,Apply for credit,9
R1160,Neobank / payments app,30-44,Open an account,10
R1160,Neobank / payments app,30-44,Make a payment,8
R1160,Neobank / payments app,30-44,Get support,3
R1160,Neobank / payments app,30-44,Apply for credit,6
R1161,Public bank,30-44,Open an account,10
R1161,Public bank,30-44,Make a payment,5
R1161,Public bank,30-44,Get support,5
R1161,Public bank,30-44,Apply for credit,8
R1162,Neobank / payments app,30-44,Open an account,10
R1162,Neobank / payments app,30-44,Make a payment,9
R1162,Neobank / payments app,30-44,Get support,5
R1162,Neobank / payments app,30-44,Apply for credit,7
R1163,Private bank,30-44,Open an account,5
R1163,Private bank,30-44,Make a payment,10
R1163,Private bank,30-44,Get support,7
R1163,Private bank,30-44,Apply for credit,5
R1164,Public bank,18-29,Open an account,5
R1164,Public bank,18-29,Make a payment,7
R1164,Public bank,18-29,Get support,6
R1164,Public bank,18-29,Apply for credit,8
R1165,Private bank,60+,Open an account,6
R1165,Private bank,60+,Make a payment,9
R1165,Private bank,60+,Get support,9
R1165,Private bank,60+,Apply for credit,7
R1166,Private bank,30-44,Open an account,4
R1166,Private bank,30-44,Make a payment,8
R1166,Private bank,30-44,Get support,9
R1166,Private bank,30-44,Apply for credit,9
R1167,Neobank / payments app,18-29,Open an account,10
R1167,Neobank / payments app,18-29,Make a payment,6
R1167,Neobank / payments app,18-29,Get support,7
R1167,Neobank / payments app,18-29,Apply for credit,8
R1168,Neobank / payments app,18-29,Open an account,10
R1168,Neobank / payments app,18-29,Make a payment,8
R1168,Neobank / payments app,18-29,Get support,10
R1168,Neobank / payments app,18-29,Apply for credit,8
R1169,Public bank,30-44,Open an account,8
R1169,Public bank,30-44,Make a payment,7
R1169,Public bank,30-44,Get support,6
R1169,Public bank,30-44,Apply for credit,4
R1170,Private bank,30-44,Open an account,10
R1170,Private bank,30-44,Make a payment,10
R1170,Private bank,30-44,Get support,6
R1170,Private bank,30-44,Apply for credit,7
R1171,Private bank,18-29,Open an account,9
R1171,Private bank,18-29,Make a payment,7
R1171,Private bank,18-29,Get support,7
R1171,Private bank,18-29,Apply for credit,7
R1172,Neobank / payments app,60+,Open an account,7
R1172,Neobank / payments app,60+,Make a payment,8
R1172,Neobank / payments app,60+,Get support,7
R1172,Neobank / payments app,60+,Apply for credit,7
R1173,Private bank,30-44,Open an account,9
R1173,Private bank,30-44,Make a payment,10
R1173,Private bank,30-44,Get support,5
R1173,Private bank,30-44,Apply for credit,6
R1174,Neobank / payments app,60+,Open an account,7
R1174,Neobank / payments app,60+,Make a payment,7
R1174,Neobank / payments app,60+,Get support,9
R1174,Neobank / payments app,60+,Apply for credit,10
R1175,Neobank / payments app,60+,Open an account,10
R1175,Neobank / payments app,60+,Make a payment,6
R1175,Neobank / payments app,60+,Get support,2
R1175,Neobank / payments app,60+,Apply for credit,8
R1176,Public bank,30-44,Open an account,7
R1176,Public bank,30-44,Make a payment,7
R1176,Public bank,30-44,Get support,6
R1176,Public bank,30-44,Apply for credit,7
R1177,Private bank,18-29,Open an account,5
R1177,Private bank,18-29,Make a payment,8
R1177,Private bank,18-29,Get support,9
R1177,Private bank,18-29,Apply for credit,9
R1178,Neobank / payments app,18-29,Open an account,10
R1178,Neobank / payments app,18-29,Make a payment,7
R1178,Neobank / payments app,18-29,Get support,10
R1178,Neobank / payments app,18-29,Apply for credit,5
R1179,Neobank / payments app,30-44,Open an account,9
R1179,Neobank / payments app,30-44,Make a payment,6
R1179,Neobank / payments app,30-44,Get support,5
R1179,Neobank / payments app,30-44,Apply for credit,10
R1180,Neobank / payments app,18-29,Open an account,7
R1180,Neobank / payments app,18-29,Make a payment,5
R1180,Neobank / payments app,18-29,Get support,8
R1180,Neobank / payments app,18-29,Apply for credit,7
R1181,Public bank,18-29,Open an account,5
R1181,Public bank,18-29,Make a payment,10
R1181,Public bank,18-29,Get support,8
R1181,Public bank,18-29,Apply for credit,10
R1182,Private bank,18-29,Open an account,8
R1182,Private bank,18-29,Make a payment,9
R1182,Private bank,18-29,Get support,10
R1182,Private bank,18-29,Apply for credit,6
R1183,Private bank,18-29,Open an account,10
R1183,Private bank,18-29,Make a payment,10
R1183,Private bank,18-29,Get support,8
R1183,Private bank,18-29,Apply for credit,8
R1184,Private bank,18-29,Open an account,6
R1184,Private bank,18-29,Make a payment,10
R1184,Private bank,18-29,Get support,6
R1184,Private bank,18-29,Apply for credit,9
R1185,Public bank,45-59,Open an account,0
R1185,Public bank,45-59,Make a payment,8
R1185,Public bank,45-59,Get support,10
R1185,Public bank,45-59,Apply for credit,4
R1186,Private bank,45-59,Open an account,4
R1186,Private bank,45-59,Make a payment,7
R1186,Private bank,45-59,Get support,6
R1186,Private bank,45-59,Apply for credit,10
R1187,Public bank,30-44,Open an account,6
R1187,Public bank,30-44,Make a payment,8
R1187,Public bank,30-44,Get support,6
R1187,Public bank,30-44,Apply for credit,6
R1188,Private bank,45-59,Open an account,9
R1188,Private bank,45-59,Make a payment,5
R1188,Private bank,45-59,Get support,5
R1188,Private bank,45-59,Apply for credit,8
R1189,Private bank,18-29,Open an account,9
R1189,Private bank,18-29,Make a payment,6
R1189,Private bank,18-29,Get support,8
R1189,Private bank,18-29,Apply for credit,8
R1190,Private bank,18-29,Open an account,5
R1190,Private bank,18-29,Make a payment,9
R1190,Private bank,18-29,Get support,6
R1190,Private bank,18-29,Apply for credit,6
R1191,Public bank,18-29,Open an account,4
R1191,Public bank,18-29,Make a payment,6
R1191,Public bank,18-29,Get support,9
R1191,Public bank,18-29,Apply for credit,8
R1192,Neobank / payments app,30-44,Open an account,7
R1192,Neobank / payments app,30-44,Make a payment,7
R1192,Neobank / payments app,30-44,Get support,4
R1192,Neobank / payments app,30-44,Apply for credit,4
R1193,Private bank,30-44,Open an account,5
R1193,Private bank,30-44,Make a payment,6
R1193,Private bank,30-44,Get support,4
R1193,Private bank,30-44,Apply for credit,6
R1194,Private bank,30-44,Open an account,9
R1194,Private bank,30-44,Make a payment,10
R1194,Private bank,30-44,Get support,5
R1194,Private bank,30-44,Apply for credit,8
R1195,Private bank,45-59,Open an account,10
R1195,Private bank,45-59,Make a payment,7
R1195,Private bank,45-59,Get support,3
R1195,Private bank,45-59,Apply for credit,9
R1196,Private bank,60+,Open an account,7
R1196,Private bank,60+,Make a payment,7
R1196,Private bank,60+,Get support,10
R1196,Private bank,60+,Apply for credit,9
R1197,Public bank,18-29,Open an account,3
R1197,Public bank,18-29,Make a payment,9
R1197,Public bank,18-29,Get support,8
R1197,Public bank,18-29,Apply for credit,7
R1198,Neobank / payments app,30-44,Open an account,8
R1198,Neobank / payments app,30-44,Make a payment,10
R1198,Neobank / payments app,30-44,Get support,5
R1198,Neobank / payments app,30-44,Apply for credit,8
R1199,Private bank,18-29,Open an account,7
R1199,Private bank,18-29,Make a payment,7
R1199,Private bank,18-29,Get support,8
R1199,Private bank,18-29,Apply for credit,10
R1200,Neobank / payments app,18-29,Open an account,8
R1200,Neobank / payments app,18-29,Make a payment,7
R1200,Neobank / payments app,18-29,Get support,6
R1200,Neobank / payments app,18-29,Apply for credit,7
R1201,Public bank,60+,Open an account,7
R1201,Public bank,60+,Make a payment,10
R1201,Public bank,60+,Get support,8
R1201,Public bank,60+,Apply for credit,8
R1202,Public bank,45-59,Open an account,6
R1202,Public bank,45-59,Make a payment,7
R1202,Public bank,45-59,Get support,9
R1202,Public bank,45-59,Apply for credit,7
R1203,Private bank,18-29,Open an account,7
R1203,Private bank,18-29,Make a payment,10
R1203,Private bank,18-29,Get support,6
R1203,Private bank,18-29,Apply for credit,7
R1204,Neobank / payments app,30-44,Open an account,7
R1204,Neobank / payments app,30-44,Make a payment,8
R1204,Neobank / payments app,30-44,Get support,6
R1204,Neobank / payments app,30-44,Apply for credit,7
R1205,Public bank,60+,Open an account,5
R1205,Public bank,60+,Make a payment,7
R1205,Public bank,60+,Get support,8
R1205,Public bank,60+,Apply for credit,7
R1206,Neobank / payments app,60+,Open an account,10
R1206,Neobank / payments app,60+,Make a payment,8
R1206,Neobank / payments app,60+,Get support,8
R1206,Neobank / payments app,60+,Apply for credit,7
R1207,Public bank,60+,Open an account,8
R1207,Public bank,60+,Make a payment,6
R1207,Public bank,60+,Get support,10
R1207,Public bank,60+,Apply for credit,6
R1208,Private bank,45-59,Open an account,9
R1208,Private bank,45-59,Make a payment,9
R1208,Private bank,45-59,Get support,6
R1208,Private bank,45-59,Apply for credit,9
R1209,Neobank / payments app,60+,Open an account,7
R1209,Neobank / payments app,60+,Make a payment,9
R1209,Neobank / payments app,60+,Get support,4
R1209,Neobank / payments app,60+,Apply for credit,8
R1210,Public bank,30-44,Open an account,6
R1210,Public bank,30-44,Make a payment,10
R1210,Public bank,30-44,Get support,10
R1210,Public bank,30-44,Apply for credit,5
R1211,Private bank,30-44,Open an account,8
R1211,Private bank,30-44,Make a payment,9
